 Run	    Fitness	                                                                                                                                                                                                Solution
   2	   41446614	11e1a30011e1a300000000000000000005f5e1000000000011e1a3000000000005f5e1000bebc20017d7840005f5e1000000000011e1a3000bebc2000000000017d7840017d7840011e1a30017d784000000000011e1a30017d784000bebc20005f5e100
   2	   41446615	0000000017d784000000000017d7840017d784000000000005f5e10011e1a30005f5e10005f5e10011e1a3000bebc20017d784000000000017d7840017d784000bebc20017d784000000000017d7840011e1a3000bebc200000000000000000000000000
   2	   41446616	0000000017d784000000000017d7840017d784000000000005f5e10011e1a30005f5e10005f5e10011e1a3000bebc20017d784000000000017d7840017d784000bebc20017d784000000000017d7840011e1a3000bebc200000000000000000000000000
   2	   41446617	0000000017d784000000000017d7840017d784000000000005f5e10011e1a30005f5e10005f5e10011e1a3000bebc20017d784000000000017d7840017d784000bebc20017d784000000000017d7840011e1a3000bebc200000000000000000000000000
   2	   47870146	0000000017d784000000000017d7840017d784000000000005f5e10011e1a30005f5e10005f5e10011e1a3000bebc20017d784000000000017d7840017d784000bebc20017d784000000000017d7840011e1a3000bebc200000000000000000000000000
   2	   47870147	0000000017d784000000000017d7840017d784000000000005f5e1000000000005f5e10005f5e10005f5e1000bebc20011e1a3000bebc20017d7840017d784000bebc20017d78400000000000000000017d784000bebc200000000000000000000000000
   2	   47870148	0000000017d784000000000017d7840017d784000000000005f5e1000000000005f5e10005f5e10005f5e1000bebc20011e1a3000bebc20017d7840017d784000bebc20017d78400000000000000000017d784000bebc200000000000000000000000000
   2	   54377818	0000000017d784000000000017d7840017d784000000000005f5e1000000000005f5e10005f5e10005f5e1000bebc20011e1a3000bebc20017d7840017d784000bebc20017d78400000000000000000017d784000bebc200000000000000000000000000
   2	   54377819	0000000017d784000000000017d78400000000000000000017d7840005f5e10005f5e10005f5e1000bebc2000bebc20017d784000000000017d7840017d7840005f5e10017d784000000000017d784000000000017d78400000000000000000000000000
   2	   54494718	0000000017d784000000000017d78400000000000000000017d7840005f5e10005f5e10005f5e1000bebc2000bebc20017d784000000000017d7840017d7840005f5e10017d784000000000017d784000000000017d78400000000000000000000000000
   2	   54948344	0000000017d784000000000000000000000000000000000005f5e10005f5e10005f5e10005f5e10011e1a3000bebc20017d784000000000017d7840017d784000bebc20017d784000000000017d784000000000017d78400000000000000000000000000
   2	   54948345	0000000017d784000000000000000000000000000000000005f5e10005f5e10005f5e10005f5e10011e1a3000000000017d784000000000017d7840017d784000bebc20017d784000000000017d784000000000017d78400000000000000000000000000
   2	   58965254	0000000017d784000000000000000000000000000000000005f5e10005f5e10005f5e10005f5e10011e1a3000000000017d784000000000017d7840017d784000bebc20017d784000000000017d784000000000017d78400000000000000000000000000
   2	   58965255	0000000017d7840011e1a30017d78400000000000bebc20005f5e10017d7840005f5e10005f5e10011e1a3000bebc20017d784000000000017d784000bebc2000bebc20017d78400000000000000000011e1a30017d78400000000000000000000000000
